Store,Dept,SKU_ID,Date,Weekly_Sales,Predicted_Sales,Forecast_Error,Abs_Error,IsHoliday,Size
1,7,1_7,2012-10-26,21449.85,23717.08,-2267.2300781250015,2267.2300781250015,0,151315
1,8,1_8,2012-09-07,38666.21,36804.73,1861.4795312499991,1861.4795312499991,1,151315
1,8,1_8,2012-09-14,37346.83,36584.535,762.2948437500017,762.2948437500017,0,151315
1,8,1_8,2012-09-21,36404.63,35396.79,1007.8409374999974,1007.8409374999974,0,151315
1,8,1_8,2012-09-28,37254.84,36179.953,1074.8868749999965,1074.8868749999965,0,151315
1,8,1_8,2012-10-05,42663.75,37349.977,5313.7734375,5313.7734375,0,151315
1,8,1_8,2012-10-12,37248.47,39338.863,-2090.393281249999,2090.393281249999,0,151315
1,8,1_8,2012-10-19,38668.75,36725.38,1943.37109375,1943.37109375,0,151315
1,8,1_8,2012-10-26,39255.35,37947.746,1307.6039062499985,1307.6039062499985,0,151315
1,9,1_9,2012-09-07,42920.95,37490.12,5430.828906249997,5430.828906249997,1,151315
1,9,1_9,2012-09-14,31882.98,37805.81,-5922.82859375,5922.82859375,0,151315
1,9,1_9,2012-09-21,33889.72,31094.639,2795.081328125001,2795.081328125001,0,151315
1,9,1_9,2012-09-28,40712.85,33848.777,6864.0726562499985,6864.0726562499985,0,151315
1,9,1_9,2012-10-05,40439.53,40665.344,-225.81375000000116,225.81375000000116,0,151315
1,9,1_9,2012-10-12,37126.23,38860.215,-1733.9848437499968,1733.9848437499968,0,151315
1,9,1_9,2012-10-19,36690.81,36608.223,82.58734374999767,82.58734374999767,0,151315
1,9,1_9,2012-10-26,41040.84,37366.48,3674.3595312499965,3674.3595312499965,0,151315
1,10,1_10,2012-09-07,30851.75,29878.477,973.2734375,973.2734375,1,151315
1,10,1_10,2012-09-14,31705.09,29421.162,2283.927890625,2283.927890625,0,151315
1,10,1_10,2012-09-21,29203.63,30218.416,-1014.786015624999,1014.786015624999,0,151315
1,10,1_10,2012-09-28,27205.4,28810.918,-1605.5179687499985,1605.5179687499985,0,151315
1,10,1_10,2012-10-05,27822.4,29075.672,-1253.2718749999985,1253.2718749999985,0,151315
1,10,1_10,2012-10-12,27803.78,28381.398,-577.6184375000012,577.6184375000012,0,151315
1,10,1_10,2012-10-19,29442.38,28355.912,1086.467890625001,1086.467890625001,0,151315
1,10,1_10,2012-10-26,26285.27,29014.902,-2729.6323437499996,2729.6323437499996,0,151315
1,11,1_11,2012-09-07,23338.99,21357.227,1981.7634375000016,1981.7634375000016,1,151315
1,11,1_11,2012-09-14,17027.47,21911.482,-4884.012421874999,4884.012421874999,0,151315
1,11,1_11,2012-09-21,18161.43,17359.51,801.9202343750003,801.9202343750003,0,151315
1,11,1_11,2012-09-28,17242.78,18028.494,-785.7141406250012,785.7141406250012,0,151315
1,11,1_11,2012-10-05,22374.18,18590.406,3783.7737500000003,3783.7737500000003,0,151315
1,11,1_11,2012-10-12,21857.09,20608.348,1248.7423437500001,1248.7423437500001,0,151315
1,11,1_11,2012-10-19,18259.82,21077.191,-2817.3714062500003,2817.3714062500003,0,151315
1,11,1_11,2012-10-26,22399.83,18942.885,3456.9452343750017,3456.9452343750017,0,151315
1,12,1_12,2012-09-07,12566.45,11225.976,1340.4744140625007,1340.4744140625007,1,151315
1,12,1_12,2012-09-14,10484.08,11856.1875,-1372.1075,1372.1075,0,151315
1,12,1_12,2012-09-21,9448.14,10716.22,-1268.0797265625006,1268.0797265625006,0,151315
1,12,1_12,2012-09-28,11013.77,9865.247,1148.5229296875004,1148.5229296875004,0,151315
1,12,1_12,2012-10-05,10037.09,11170.82,-1133.7303124999999,1133.7303124999999,0,151315
1,12,1_12,2012-10-12,8983.82,10183.741,-1199.9212109375003,1199.9212109375003,0,151315
1,12,1_12,2012-10-19,10830.48,9498.555,1331.9253124999996,1331.9253124999996,0,151315
1,12,1_12,2012-10-26,8658.41,10636.347,-1977.9366796875001,1977.9366796875001,0,151315
1,13,1_13,2012-09-07,44373.19,40565.51,3807.6782812500023,3807.6782812500023,1,151315
1,13,1_13,2012-09-14,38759.47,41558.53,-2799.061249999999,2799.061249999999,0,151315
1,13,1_13,2012-09-21,39746.87,38681.027,1065.8426562500026,1065.8426562500026,0,151315
1,13,1_13,2012-09-28,39793.41,39388.973,404.4373437500035,404.4373437500035,0,151315
1,13,1_13,2012-10-05,43746.89,40799.68,2947.2103124999994,2947.2103124999994,0,151315
1,13,1_13,2012-10-12,38015.36,41285.047,-3269.6868749999994,3269.6868749999994,0,151315
1,13,1_13,2012-10-19,38341.15,39277.81,-936.6585937499985,936.6585937499985,0,151315
1,13,1_13,2012-10-26,38512.48,38564.098,-51.6176562499968,51.6176562499968,0,151315
1,14,1_14,2012-09-07,13711.08,13045.215,665.8651562499999,665.8651562499999,1,151315
1,14,1_14,2012-09-14,11596.1,13301.775,-1705.6753906249996,1705.6753906249996,0,151315
1,14,1_14,2012-09-21,12193.8,11621.108,572.6916015624993,572.6916015624993,0,151315
1,14,1_14,2012-09-28,12037.66,12050.879,-13.218906250000146,13.218906250000146,0,151315
1,14,1_14,2012-10-05,14381.21,13012.943,1368.2666406249991,1368.2666406249991,0,151315
1,14,1_14,2012-10-12,11450.64,14052.677,-2602.0367578125006,2602.0367578125006,0,151315
1,14,1_14,2012-10-19,12035.51,12430.009,-394.4987890624998,394.4987890624998,0,151315
1,14,1_14,2012-10-26,11150.0,12565.854,-1415.853515625,1415.853515625,0,151315
1,16,1_16,2012-09-07,20473.94,17682.867,2791.0728124999987,2791.0728124999987,1,151315
1,16,1_16,2012-09-14,14646.37,19289.979,-4643.608515624999,4643.608515624999,0,151315
1,16,1_16,2012-09-21,13415.51,14648.975,-1233.4646093749998,1233.4646093749998,0,151315
1,16,1_16,2012-09-28,14734.64,13460.283,1274.3567968749994,1274.3567968749994,0,151315
1,16,1_16,2012-10-05,11320.41,15898.187,-4577.7765234375,4577.7765234375,0,151315
1,16,1_16,2012-10-12,10525.66,12105.598,-1579.9376562500001,1579.9376562500001,0,151315
1,16,1_16,2012-10-19,9518.43,11409.489,-1891.0592578124997,1891.0592578124997,0,151315
1,16,1_16,2012-10-26,9934.63,10417.823,-483.1932421875008,483.1932421875008,0,151315
1,17,1_17,2012-09-07,8712.44,8780.068,-67.62835937499949,67.62835937499949,1,151315
1,17,1_17,2012-09-14,7075.73,8658.223,-1582.4926562500004,1582.4926562500004,0,151315
1,17,1_17,2012-09-21,7143.59,7424.1143,-280.52425781249985,280.52425781249985,0,151315
1,17,1_17,2012-09-28,7155.75,7169.7256,-13.9755859375,13.9755859375,0,151315
1,17,1_17,2012-10-05,9040.52,7601.645,1438.8749804687504,1438.8749804687504,0,151315
1,17,1_17,2012-10-12,7908.36,8554.466,-646.1058203125003,646.1058203125003,0,151315
1,17,1_17,2012-10-19,7640.43,8030.544,-390.1139453124997,390.1139453124997,0,151315
1,17,1_17,2012-10-26,7640.92,7733.826,-92.90617187499993,92.90617187499993,0,151315
1,18,1_18,2012-09-07,4.97,376.9253,-371.95529296875,371.95529296875,1,151315
1,18,1_18,2012-09-14,649.09,318.9624,330.12759765625003,330.12759765625003,0,151315
1,18,1_18,2012-09-21,3361.0,791.9991,2569.0009155273438,2569.0009155273438,0,151315
1,18,1_18,2012-09-28,4867.7,2975.4924,1892.2075683593748,1892.2075683593748,0,151315
1,18,1_18,2012-10-05,7291.46,5442.6235,1848.83646484375,1848.83646484375,0,151315
1,18,1_18,2012-10-12,8171.79,7780.853,390.93697265624996,390.93697265624996,0,151315
1,18,1_18,2012-10-19,10569.09,9844.613,724.4767187500001,724.4767187500001,0,151315
1,18,1_18,2012-10-26,17934.28,12321.983,5612.296601562499,5612.296601562499,0,151315
1,19,1_19,2012-09-07,1225.7,1161.3141,64.38591308593755,64.38591308593755,1,151315
1,19,1_19,2012-09-14,733.78,1125.6665,-391.88650390625,391.88650390625,0,151315
1,19,1_19,2012-09-21,1015.46,828.0046,187.4554223632813,187.4554223632813,0,151315
1,19,1_19,2012-09-28,1385.85,886.6659,499.1841064453124,499.1841064453124,0,151315
1,19,1_19,2012-10-05,1192.58,1624.7052,-432.1252001953126,432.1252001953126,0,151315
1,19,1_19,2012-10-12,1415.68,1236.6765,179.00348632812506,179.00348632812506,0,151315
1,19,1_19,2012-10-19,1247.56,1509.8734,-262.31341308593755,262.31341308593755,0,151315
1,19,1_19,2012-10-26,1640.81,1375.4576,265.35235839843745,265.35235839843745,0,151315
1,20,1_20,2012-09-07,4342.34,4529.0757,-186.73568359374985,186.73568359374985,1,151315
1,20,1_20,2012-09-14,3548.56,4207.915,-659.3550390625,659.3550390625,0,151315
1,20,1_20,2012-09-21,3532.28,3720.58,-188.3000781249998,188.3000781249998,0,151315
1,20,1_20,2012-09-28,3200.54,3656.9167,-456.37674804687504,456.37674804687504,0,151315
1,20,1_20,2012-10-05,4184.73,3727.8584,456.87160156249956,456.87160156249956,0,151315
1,20,1_20,2012-10-12,3126.49,3911.613,-785.1230371093752,785.1230371093752,0,151315
1,20,1_20,2012-10-19,3640.07,3426.444,213.62590820312516,213.62590820312516,0,151315
1,20,1_20,2012-10-26,2680.53,3677.0488,-996.5188281249998,996.5188281249998,0,151315
1,21,1_21,2012-09-07,8258.47,7243.1577,1015.3122851562493,1015.3122851562493,1,151315
1,21,1_21,2012-09-14,8013.36,7693.6084,319.7516015624997,319.7516015624997,0,151315
1,21,1_21,2012-09-21,7085.79,7717.7456,-631.95560546875,631.95560546875,0,151315
1,21,1_21,2012-09-28,7737.13,7123.858,613.2720898437501,613.2720898437501,0,151315
1,21,1_21,2012-10-05,7790.01,7956.003,-165.99292968749978,165.99292968749978,0,151315
1,21,1_21,2012-10-12,7020.8,7628.5146,-607.7146484374998,607.7146484374998,0,151315
1,21,1_21,2012-10-19,7614.71,7252.7505,361.95951171875004,361.95951171875004,0,151315
1,21,1_21,2012-10-26,8194.63,7667.7627,526.8673046874992,526.8673046874992,0,151315
1,22,1_22,2012-09-07,7669.83,6399.872,1269.9579296875,1269.9579296875,1,151315
1,22,1_22,2012-09-14,5462.99,7303.2485,-1840.2585351562502,1840.2585351562502,0,151315
1,22,1_22,2012-09-21,5663.49,5679.1895,-15.699453125000218,15.699453125000218,0,151315
1,22,1_22,2012-09-28,6892.92,5704.8066,1188.113359375,1188.113359375,0,151315
1,22,1_22,2012-10-05,7821.14,7133.5996,687.5403906250003,687.5403906250003,0,151315
1,22,1_22,2012-10-12,8966.16,7371.658,1594.5017968749999,1594.5017968749999,0,151315
1,22,1_22,2012-10-19,8236.39,8573.742,-337.3521875000006,337.3521875000006,0,151315
1,22,1_22,2012-10-26,8236.88,8123.447,113.4332226562492,113.4332226562492,0,151315
1,23,1_23,2012-09-07,17406.85,23627.062,-6220.2125000000015,6220.2125000000015,1,151315
1,23,1_23,2012-09-14,14172.52,18574.377,-4401.856953125,4401.856953125,0,151315
1,23,1_23,2012-09-21,15702.02,14561.662,1140.3578906250004,1140.3578906250004,0,151315
1,23,1_23,2012-09-28,14731.92,15578.104,-846.1835156249999,846.1835156249999,0,151315
1,23,1_23,2012-10-05,19478.62,16000.118,3478.501835937499,3478.501835937499,0,151315
1,23,1_23,2012-10-12,21024.28,18245.842,2778.438203124999,2778.438203124999,0,151315
1,23,1_23,2012-10-19,17191.96,20209.775,-3017.815390625001,3017.815390625001,0,151315
1,23,1_23,2012-10-26,21460.58,17990.682,3469.8983593750017,3469.8983593750017,0,151315
1,24,1_24,2012-09-07,5138.69,12896.118,-7757.4281640625,7757.4281640625,1,151315
1,24,1_24,2012-09-14,4980.64,5363.3877,-382.7476953124997,382.7476953124997,0,151315
1,24,1_24,2012-09-21,4979.52,4362.261,617.2587695312504,617.2587695312504,0,151315
1,24,1_24,2012-09-28,4364.69,4405.0684,-40.3783593750004,40.3783593750004,0,151315
1,24,1_24,2012-10-05,7322.07,5005.251,2316.8190234374997,2316.8190234374997,0,151315
1,24,1_24,2012-10-12,7733.2,6566.9697,1166.2302734374998,1166.2302734374998,0,151315
1,24,1_24,2012-10-19,5355.52,7407.193,-2051.6728710937496,2051.6728710937496,0,151315
1,24,1_24,2012-10-26,7106.74,5942.7285,1164.0114843749998,1164.0114843749998,0,151315
1,25,1_25,2012-09-07,7461.45,10629.841,-3168.3908203125,3168.3908203125,1,151315
1,25,1_25,2012-09-14,7541.58,8117.457,-575.8770312500001,575.8770312500001,0,151315
1,25,1_25,2012-09-21,7804.28,7850.1523,-45.872343750000255,45.872343750000255,0,151315
1,25,1_25,2012-09-28,7685.71,7840.038,-154.32808593749996,154.32808593749996,0,151315
1,25,1_25,2012-10-05,11140.24,8053.601,3086.63892578125,3086.63892578125,0,151315
1,25,1_25,2012-10-12,10485.04,10319.444,165.59566406250087,165.59566406250087,0,151315
1,25,1_25,2012-10-19,8702.47,10311.64,-1609.1696484375007,1609.1696484375007,0,151315
1,25,1_25,2012-10-26,11066.13,9393.638,1672.4923046874992,1672.4923046874992,0,151315
1,26,1_26,2012-09-07,5011.22,5690.193,-678.9728710937497,678.9728710937497,1,151315
1,26,1_26,2012-09-14,6001.13,5088.1123,913.0176953125001,913.0176953125001,0,151315
1,26,1_26,2012-09-21,6550.81,5603.4805,947.3295312500004,947.3295312500004,0,151315
1,26,1_26,2012-09-28,5035.97,6239.565,-1203.5949414062497,1203.5949414062497,0,151315
1,26,1_26,2012-10-05,8784.99,5563.8257,3221.16431640625,3221.16431640625,0,151315
1,26,1_26,2012-10-12,12773.34,7873.991,4899.3487890625,4899.3487890625,0,151315
1,26,1_26,2012-10-19,7004.13,11220.244,-4216.114140625,4216.114140625,0,151315
1,26,1_26,2012-10-26,7412.16,7261.2944,150.86556640624985,150.86556640624985,0,151315
1,27,1_27,2012-09-07,1060.29,1724.2252,-663.9352197265625,663.9352197265625,1,151315
1,27,1_27,2012-09-14,857.88,1104.0553,-246.1752978515625,246.1752978515625,0,151315
1,27,1_27,2012-09-21,1047.27,919.26447,128.00553466796873,128.00553466796873,0,151315
1,27,1_27,2012-09-28,948.57,1004.9796,-56.40961425781245,56.40961425781245,0,151315
1,27,1_27,2012-10-05,1492.09,1308.1637,183.92630371093742,183.92630371093742,0,151315
1,27,1_27,2012-10-12,1536.58,1397.0134,139.56657226562493,139.56657226562493,0,151315
1,27,1_27,2012-10-19,1841.73,1566.4655,275.2645458984375,275.2645458984375,0,151315
1,27,1_27,2012-10-26,1712.02,1765.0316,-53.01161621093752,53.01161621093752,0,151315
1,28,1_28,2012-09-07,374.15,426.3764,-52.22640380859377,52.22640380859377,1,151315
1,28,1_28,2012-09-14,403.87,271.24994,132.62006103515625,132.62006103515625,0,151315
1,28,1_28,2012-09-21,490.61,309.4465,181.16349731445314,181.16349731445314,0,151315
1,28,1_28,2012-09-28,402.73,378.26654,24.463459472656268,24.463459472656268,0,151315
1,28,1_28,2012-10-05,641.7,717.4459,-75.74592285156245,75.74592285156245,0,151315
1,28,1_28,2012-10-12,596.37,586.1641,10.205876464843755,10.205876464843755,0,151315
1,28,1_28,2012-10-19,656.45,681.56256,-25.112561035156205,25.112561035156205,0,151315
1,28,1_28,2012-10-26,742.48,692.77264,49.70735595703127,49.70735595703127,0,151315
1,29,1_29,2012-09-07,3268.08,4283.039,-1014.9590625000001,1014.9590625000001,1,151315
1,29,1_29,2012-09-14,3418.62,3428.1606,-9.54064453125011,9.54064453125011,0,151315
1,29,1_29,2012-09-21,3683.28,3465.8672,217.4128125000002,217.4128125000002,0,151315
1,29,1_29,2012-09-28,3515.91,3551.156,-35.246005859375146,35.246005859375146,0,151315
1,29,1_29,2012-10-05,4288.34,3883.107,405.23306640625015,405.23306640625015,0,151315
1,29,1_29,2012-10-12,3465.18,4087.6516,-622.4716113281252,622.4716113281252,0,151315
1,29,1_29,2012-10-19,3739.1,3755.9778,-16.87778320312509,16.87778320312509,0,151315
1,29,1_29,2012-10-26,4077.2,3807.6672,269.5327636718748,269.5327636718748,0,151315
1,30,1_30,2012-09-07,2669.67,3343.4534,-673.7833691406249,673.7833691406249,1,151315
1,30,1_30,2012-09-14,2115.88,2783.1626,-667.2825976562499,667.2825976562499,0,151315
1,30,1_30,2012-09-21,1986.16,2366.3428,-380.1827734374999,380.1827734374999,0,151315
1,30,1_30,2012-09-28,2047.42,2059.062,-11.642011718749927,11.642011718749927,0,151315
1,30,1_30,2012-10-05,2520.85,2455.9434,64.90664062499991,64.90664062499991,0,151315
1,30,1_30,2012-10-12,2258.74,2396.722,-137.98192382812522,137.98192382812522,0,151315
1,30,1_30,2012-10-19,2559.08,2433.2593,125.82072265624993,125.82072265624993,0,151315
1,30,1_30,2012-10-26,2830.48,2538.0593,292.420673828125,292.420673828125,0,151315
1,31,1_31,2012-09-07,1499.7,6584.143,-5084.44306640625,5084.44306640625,1,151315
1,31,1_31,2012-09-14,1365.52,1889.7812,-524.26125,524.26125,0,151315
1,31,1_31,2012-09-21,1490.66,1319.7654,170.89461914062508,170.89461914062508,0,151315
1,31,1_31,2012-09-28,1060.74,1370.533,-309.792958984375,309.792958984375,0,151315
1,31,1_31,2012-10-05,2063.02,1602.523,460.49705078125,460.49705078125,0,151315
1,31,1_31,2012-10-12,1276.81,1932.2183,-655.40826171875,655.40826171875,0,151315
1,31,1_31,2012-10-19,1529.52,1643.8972,-114.37721679687502,114.37721679687502,0,151315
1,31,1_31,2012-10-26,1413.51,1712.1779,-298.6678564453125,298.6678564453125,0,151315
1,32,1_32,2012-09-07,6857.35,6920.0728,-62.722753906249636,62.722753906249636,1,151315
1,32,1_32,2012-09-14,5000.5,6647.9355,-1647.435546875,1647.435546875,0,151315
1,32,1_32,2012-09-21,5375.99,5321.049,54.94117187499978,54.94117187499978,0,151315
1,32,1_32,2012-09-28,3909.44,5444.3384,-1534.89837890625,1534.89837890625,0,151315
1,32,1_32,2012-10-05,5852.15,4824.75,1027.3999999999996,1027.3999999999996,0,151315
1,32,1_32,2012-10-12,5238.49,5431.909,-193.41917968750022,193.41917968750022,0,151315
1,32,1_32,2012-10-19,6241.78,5393.3374,848.4425976562497,848.4425976562497,0,151315
1,32,1_32,2012-10-26,5918.47,6047.0522,-128.58224609374975,128.58224609374975,0,151315
1,33,1_33,2012-09-07,5001.36,12148.184,-7146.82359375,7146.82359375,1,151315
1,33,1_33,2012-09-14,4449.08,5540.8594,-1091.779375,1091.779375,0,151315
1,33,1_33,2012-09-21,4705.71,4351.677,354.03324218750004,354.03324218750004,0,151315
1,33,1_33,2012-09-28,4390.19,4266.675,123.5151953124996,123.5151953124996,0,151315
1,33,1_33,2012-10-05,6775.72,4951.7607,1823.9592578125003,1823.9592578125003,0,151315
1,33,1_33,2012-10-12,7617.49,6460.7886,1156.7014257812498,1156.7014257812498,0,151315
1,33,1_33,2012-10-19,5170.49,7316.723,-2146.23314453125,2146.23314453125,0,151315
1,33,1_33,2012-10-26,6313.48,5881.4863,431.99367187499956,431.99367187499956,0,151315
1,34,1_34,2012-09-07,9601.08,10684.743,-1083.6631640625,1083.6631640625,1,151315
1,34,1_34,2012-09-14,8723.62,9695.559,-971.9385937499992,971.9385937499992,0,151315
1,34,1_34,2012-09-21,9670.5,9036.7,633.7998046875,633.7998046875,0,151315
1,34,1_34,2012-09-28,8972.86,9553.164,-580.3040624999994,580.3040624999994,0,151315
1,34,1_34,2012-10-05,10523.41,9656.884,866.5262109374999,866.5262109374999,0,151315
1,34,1_34,2012-10-12,11105.36,10215.989,889.3707421875006,889.3707421875006,0,151315
1,34,1_34,2012-10-19,9544.78,11105.835,-1561.0549609374993,1561.0549609374993,0,151315
1,34,1_34,2012-10-26,9972.0,9963.546,8.4541015625,8.4541015625,0,151315
1,35,1_35,2012-09-07,1578.57,1966.8862,-388.31623046875006,388.31623046875006,1,151315
1,35,1_35,2012-09-14,1547.07,1571.7825,-24.712470703125064,24.712470703125064,0,151315
1,35,1_35,2012-09-21,1341.83,1508.2129,-166.38289062500007,166.38289062500007,0,151315
1,35,1_35,2012-09-28,1773.32,1343.9017,429.41826660156244,429.41826660156244,0,151315
1,35,1_35,2012-10-05,1658.09,1957.2588,-299.1687890625001,299.1687890625001,0,151315
1,35,1_35,2012-10-12,2228.94,1652.2373,576.7026953125,576.7026953125,0,151315
1,35,1_35,2012-10-19,1555.93,2150.7092,-594.7792285156249,594.7792285156249,0,151315
1,35,1_35,2012-10-26,1459.47,1769.1884,-309.7183544921875,309.7183544921875,0,151315
1,36,1_36,2012-09-07,476.74,740.7955,-264.05547119140624,264.05547119140624,1,151315
1,36,1_36,2012-09-14,310.55,496.4654,-185.91539306640624,185.91539306640624,0,151315
1,36,1_36,2012-09-21,408.03,390.55652,17.473481445312473,17.473481445312473,0,151315
1,36,1_36,2012-09-28,277.37,446.80423,-169.43422973632812,169.43422973632812,0,151315
1,36,1_36,2012-10-05,1040.66,620.95447,419.7055322265626,419.7055322265626,0,151315
1,36,1_36,2012-10-12,1584.1,892.0717,692.0282836914062,692.0282836914062,0,151315
1,36,1_36,2012-10-19,536.75,1508.7808,-972.03076171875,972.03076171875,0,151315
1,36,1_36,2012-10-26,1156.34,798.54816,357.79184326171867,357.79184326171867,0,151315
1,37,1_37,2012-09-07,2992.74,2692.21,300.5300390624998,300.5300390624998,1,151315
1,37,1_37,2012-09-14,2854.51,2837.4495,17.06053710937522,17.06053710937522,0,151315
1,37,1_37,2012-09-21,2776.22,2735.777,40.4429003906248,40.4429003906248,0,151315
1,37,1_37,2012-09-28,2507.6,2689.0383,-181.4383300781251,181.4383300781251,0,151315
1,37,1_37,2012-10-05,2466.9,2871.9463,-405.0462890624999,405.0462890624999,0,151315
1,37,1_37,2012-10-12,2482.7,2485.4358,-2.735791015625182,2.735791015625182,0,151315
1,37,1_37,2012-10-19,2483.49,2603.7722,-120.28221679687522,120.28221679687522,0,151315
1,37,1_37,2012-10-26,2566.42,2576.9722,-10.552167968749927,10.552167968749927,0,151315
1,38,1_38,2012-09-07,70644.8,75471.98,-4827.176562499997,4827.176562499997,1,151315
1,38,1_38,2012-09-14,82186.59,73649.76,8536.832187499997,8536.832187499997,0,151315
1,38,1_38,2012-09-21,74195.35,74364.78,-169.43124999999418,169.43124999999418,0,151315
1,38,1_38,2012-09-28,75484.17,75538.445,-54.275312500001746,54.275312500001746,0,151315
1,38,1_38,2012-10-05,74894.95,75849.055,-954.1046875000029,954.1046875000029,0,151315
1,38,1_38,2012-10-12,82276.59,77683.26,4593.3321874999965,4593.3321874999965,0,151315
1,38,1_38,2012-10-19,68794.43,76380.63,-7586.202812500007,7586.202812500007,0,151315
